date,customer_id,customer_name,salesperson,product,quantity,unit_price
2021-04-09,67,Wanda Stein,Buhari,Wireless Earbuds,3,200
2023-12-08,533,Mark Ramirez,Andiswa,VR Headset,4,500
2023-03-12,138,Dawn Brock,Zolile,Printer,3,300
2022-12-14,169,Rodney Curtis,Mbali,Laptop,2,1000
2022-07-31,135,Rebecca Kennedy,Edmund,Laptop,5,1000
2023-07-22,127,Patricia Morales,Zolile,Smartphone,4,760
2023-05-02,262,Steven Walker,Andiswa,Drone,1,1300
2024-01-08,50,Julie Williamson,Segun,Laptop,1,1000
2020-11-26,427,Ronald Sanchez,Nolo,E-reader,1,120
2021-01-27,486,Adam Ruiz,Oludare,Digital Camera,1,780
2023-12-23,678,Leslie Hurley DDS,Segun,Robot Vacuum Cleaner,3,250
2019-10-26,718,Michael Leonard,Oludare,External Hard Drive,1,120
2019-04-10,633,Elizabeth Lee,Segun,Wireless Earbuds,1,200
2020-03-02,510,Laura Moore,Edmund,Drone,2,1300
2019-09-08,852,Jennifer Patton,Andiswa,Digital Camera,3,780
2019-10-14,303,Joseph Scott MD,Oludare,Smartphone,5,760
2021-12-20,213,Matthew Mann,Nolo,VR Headset,2,500
2023-11-22,688,Amanda Smith,Segun,Desktop Computer,5,1200
2020-03-23,153,Laura Villarreal,Segun,Robot Vacuum Cleaner,1,250
2021-05-21,104,Troy Lozano,James,Fitness Tracker,4,430
2021-08-05,304,Jamie Bailey,James,Smart TV,1,700
2021-04-17,179,Jeremy Nguyen,Buhari,Wireless Earbuds,3,200
2022-01-17,321,Rachel Ramsey,Mbali,Desktop Computer,1,1200
2019-12-07,912,Gregory Villarreal,Buhari,Laptop,2,1000
2022-10-31,175,Lisa Murphy,Zolile,Portable Speaker,4,230
2022-08-08,275,Carl Scott,Segun,Portable Speaker,3,230
2021-09-10,411,Lauren Oliver,Mbali,Smart TV,3,700
2021-06-06,707,Jamie Myers,Nolo,External Hard Drive,2,120
2022-11-26,713,Paul Brown,Buhari,Headphones,1,50
2020-06-30,605,Angela Hays,Nolo,Smart Home Hub,4,200
2019-07-21,389,Steven Henry,Zolile,Drone,1,1300
2021-04-11,902,Bryan Brown,Oludare,Printer,4,300
2020-02-27,422,Glenn Duran,Nolo,Smartphone,1,760
2019-03-08,322,Penny Murphy,Buhari,Robot Vacuum Cleaner,5,250
2022-08-13,230,Tabitha Ortiz,Zolile,Robot Vacuum Cleaner,5,250
2020-11-14,634,Ralph Ferguson,Segun,External Hard Drive,2,120
2020-04-30,680,Pamela Greene MD,Mbali,Smartwatch,5,200
2020-12-24,628,Megan Gardner,Buhari,Laptop,2,1000
2023-01-20,481,Jenna Collins,Nolo,Headphones,1,50
2021-02-08,329,Marie Scott,Edmund,VR Headset,3,500
2023-12-12,229,Karina Allen,Andiswa,E-reader,4,120
2020-01-17,81,Jenna Fox,Nolo,Smart TV,5,700
2020-04-11,878,Ricky Guzman,Nolo,Smart TV,3,700
2019-11-04,510,Laura Moore,Buhari,Desktop Computer,4,1200
2022-11-22,571,Roy Gray,Andiswa,Laptop,1,1000
2019-06-24,987,Alex Austin,James,Robot Vacuum Cleaner,5,250
2022-09-28,688,Amanda Smith,Nolo,VR Headset,3,500
2022-11-02,837,Robert Jones,Edmund,Smart TV,3,700
2020-03-04,635,Raymond Clark,Nolo,Portable Speaker,4,230
2023-07-28,778,Robert Gardner,Edmund,Laptop,3,1000
2020-09-21,649,Robert Ruiz,James,Bluetooth Keyboard,5,100
2023-07-24,109,Jackie Burns,Buhari,Headphones,4,50
2020-03-22,735,Alice Jackson,Mbali,Desktop Computer,3,1200
2022-02-26,193,Emily Morgan,Segun,E-reader,2,120
2019-07-06,801,Amber Wallace,Edmund,VR Headset,1,500
2021-10-29,48,Amanda Taylor,Segun,Smart TV,4,700
2023-11-24,980,Penny Peterson,Andiswa,Smartwatch,4,200
2020-06-04,754,Philip Fritz,Buhari,Bluetooth Keyboard,4,100
2020-02-08,495,Justin Stephens,Andiswa,Headphones,5,50
2022-08-14,835,Leslie White,Oludare,Desktop Computer,4,1200
2020-04-26,621,Megan Freeman,Zolile,Robot Vacuum Cleaner,4,250
2021-08-04,624,Travis Black,Edmund,Gaming Console,4,987
2020-01-19,994,Dr. Tina Castro,James,Smart TV,2,700
2020-12-28,617,Jeffrey Rogers,Andiswa,Wireless Earbuds,5,200
2023-05-30,729,Aimee Summers,Andiswa,Digital Camera,2,780
2022-07-21,732,Heather Stevens,James,Portable Speaker,2,230
2022-10-26,666,Jonathan Vazquez,Oludare,Robot Vacuum Cleaner,5,250
2019-04-28,331,Angela Hunt,Segun,Portable Speaker,5,230
2019-06-03,585,Matthew Montgomery,Mbali,Bluetooth Keyboard,3,100
2023-12-04,433,Sara Burns,Buhari,Robot Vacuum Cleaner,1,250
2022-11-02,149,Frank Payne,Buhari,Smartphone,2,760
2021-09-19,805,Kaylee Callahan,Oludare,Wireless Earbuds,3,200
2019-10-30,64,Thomas Stone,James,Digital Camera,5,780
2022-03-25,834,Cynthia Goodwin,Nolo,Desktop Computer,5,1200
2021-09-01,758,Jennifer Fernandez,Andiswa,Fitness Tracker,5,430
2023-12-21,524,Adrian Williams,James,Smartphone,4,760
2022-05-23,980,Penny Peterson,Zolile,Bluetooth Keyboard,1,100
2021-02-20,258,Michael Bruce,Edmund,Drone,4,1300
2019-08-04,934,Brian Anderson,Zolile,Smart Home Hub,5,200
2022-09-24,202,Mark Mason,Edmund,Wireless Earbuds,4,200
2020-05-15,700,Dr. Matthew Powell DDS,Segun,Headphones,2,50
2023-04-27,123,David Richards,Mbali,Smartphone,4,760
2020-03-31,271,Chad Olson,Oludare,Headphones,5,50
2021-06-09,6,Eric Martinez,Zolile,Smart TV,2,700
2021-12-11,951,Gina Burns,Zolile,Drone,1,1300
2022-03-06,641,Elizabeth Schroeder,James,Printer,5,300
2022-07-31,75,Thomas Cook,Zolile,Robot Vacuum Cleaner,2,250
2022-04-22,534,Nicole Lane,Segun,Robot Vacuum Cleaner,2,250
2019-03-06,550,Kendra Barton,Mbali,Tablet,3,900
2022-05-17,219,Jennifer Rodriguez,Zolile,VR Headset,3,500
2019-10-21,974,Christopher Martinez,Andiswa,Printer,5,300
2021-10-27,665,Nancy Garcia,Buhari,Desktop Computer,3,1200
2019-10-05,927,Lori Cunningham,Edmund,Smartphone,3,760
2021-05-24,816,Kimberly Vance,Segun,E-reader,3,120
2021-01-13,290,Ricardo Crane,Buhari,Robot Vacuum Cleaner,3,250
2021-08-22,521,Kyle Burke,Nolo,Printer,1,300
2023-11-20,668,Shaun Ward,Edmund,VR Headset,5,500
2022-01-21,99,Matthew Zavala,Oludare,Bluetooth Keyboard,5,100
2022-04-28,68,Richard Murray,Edmund,Digital Camera,4,780
2023-06-23,211,Becky Brown,Andiswa,External Hard Drive,1,120
2020-01-27,158,Kayla Lin,Buhari,Smart TV,3,700
2022-10-03,76,Sharon Wall,Buhari,Headphones,3,50
2022-11-06,589,John Moses,Edmund,Gaming Console,4,987
2020-04-18,646,Rebecca Downs,Mbali,External Hard Drive,3,120
2021-09-12,690,Joshua Mccarthy,Segun,Bluetooth Keyboard,1,100
2023-10-03,634,Ralph Ferguson,Segun,Smart Home Hub,1,200
2019-09-25,75,Thomas Cook,Zolile,Robot Vacuum Cleaner,1,250
2020-05-08,703,Julie Wheeler DDS,James,Drone,1,1300
2022-02-04,949,Heather Mitchell,Nolo,E-reader,4,120
2022-12-03,32,Samantha Farley DVM,Nolo,Headphones,5,50
2020-03-16,765,Jeremiah Miller,Mbali,Bluetooth Keyboard,3,100
2021-12-29,148,Christopher Jones,James,Portable Speaker,1,230
2021-11-06,569,Thomas Vargas,Oludare,Desktop Computer,1,1200
2019-09-19,611,Jeffrey Mitchell,Mbali,Bluetooth Keyboard,5,100
2020-10-26,313,Alan Quinn,Edmund,Portable Speaker,2,230
2022-08-24,662,Alexandra Lindsey,Andiswa,Smartwatch,2,200
2020-10-05,632,Teresa Schultz,James,Digital Camera,1,780
2019-12-24,819,Mary Gomez,Buhari,Bluetooth Keyboard,4,100
2020-02-02,75,Thomas Cook,James,Tablet,3,900
2022-12-23,744,Justin Mcguire,Nolo,VR Headset,3,500
2022-08-29,672,Norma Kelly,Edmund,Desktop Computer,3,1200
2020-10-16,922,Allison Robinson,Edmund,VR Headset,4,500
2021-06-07,632,Teresa Schultz,James,Smart Home Hub,2,200
2019-09-25,374,Robert Bishop,Zolile,External Hard Drive,2,120
2021-02-02,253,Amanda Martin,Edmund,External Hard Drive,3,120
2022-06-19,138,Dawn Brock,Zolile,Printer,4,300
2019-04-17,794,Lindsay Lester,James,Printer,5,300
2023-08-06,662,Alexandra Lindsey,Segun,Gaming Console,2,987
2021-09-09,202,Mark Mason,James,Tablet,1,900
2019-10-20,870,Ronnie Webb DVM,Andiswa,Laptop,5,1000
2022-03-08,788,Robert Johnson,Edmund,Smartphone,5,760
2020-11-21,916,Megan Johnson,Andiswa,Printer,2,300
2023-10-21,229,Karina Allen,James,Smartwatch,4,200
2019-04-21,93,Amber Miles,Mbali,Portable Speaker,5,230
2022-03-02,245,Briana Brown,Oludare,Robot Vacuum Cleaner,2,250
2020-09-10,184,Samantha Robertson,Oludare,Printer,3,300
2023-11-30,780,Stephen Rogers,Nolo,Fitness Tracker,1,430
2022-07-18,240,Erika Hughes,Buhari,Digital Camera,5,780
2020-11-27,370,Erin Reed,Mbali,Printer,4,300
2020-06-08,41,Heather Wood,Zolile,Desktop Computer,5,1200
2022-01-14,281,Kim Randall,James,Smart Home Hub,5,200
2022-11-09,386,Nicole Richardson,Mbali,Portable Speaker,5,230
2022-06-18,856,Brandi Kramer,Segun,Robot Vacuum Cleaner,3,250
2023-05-02,930,Amanda Whitaker,Edmund,Robot Vacuum Cleaner,4,250
2023-03-24,889,Joseph Davis,Zolile,Printer,4,300
2021-11-02,7,Brian Baldwin,Andiswa,Smartwatch,4,200
2022-06-10,79,Kyle Taylor,Andiswa,Gaming Console,2,987
2022-03-09,162,Madison Hubbard,Zolile,Drone,1,1300
2021-05-15,425,Roger Henry,Zolile,Desktop Computer,4,1200
2020-11-14,491,Kevin Moreno,Edmund,Smart Home Hub,2,200
2021-09-09,421,Melissa Phillips MD,Buhari,Fitness Tracker,1,430
2022-07-24,607,Brandon Jenkins,Oludare,Smartwatch,5,200
2019-12-19,587,Annette Sosa,Oludare,Smartphone,2,760
2021-09-01,185,Michael Ochoa,Andiswa,E-reader,5,120
2023-04-11,653,Sheila Martinez,Buhari,Wireless Earbuds,1,200
2023-11-27,622,Tanya Palmer,Nolo,Printer,2,300
2022-12-21,421,Melissa Phillips MD,Oludare,Smart Home Hub,2,200
2020-11-12,524,Adrian Williams,James,Headphones,3,50
2022-01-16,611,Jeffrey Mitchell,Segun,Fitness Tracker,4,430
2020-05-22,112,Daniel Powers,Buhari,Digital Camera,5,780
2019-02-11,517,Candace Robinson,Mbali,Smartwatch,5,200
2023-05-26,488,Joel Nunez,Buhari,Bluetooth Keyboard,5,100
2022-01-20,96,Lauren Weaver,Nolo,Smartwatch,5,200
2020-03-28,2,Danielle Olson,Mbali,Robot Vacuum Cleaner,4,250
2021-12-11,45,Cameron Moody,Andiswa,External Hard Drive,2,120
2022-10-27,494,Matthew Foster,Mbali,Portable Speaker,5,230
2020-04-11,930,Amanda Whitaker,Segun,External Hard Drive,2,120
2020-08-26,785,Julie Wilson,Edmund,Tablet,3,900
2023-09-06,557,Tracy Adams,Mbali,Gaming Console,2,987
2020-08-08,762,Leslie Collins,Buhari,Smart Home Hub,5,200
2019-03-14,8,Larry Barnett III,Mbali,Digital Camera,3,780
2022-10-19,110,Theresa Richard,Oludare,External Hard Drive,5,120
2023-08-26,876,Dawn Sullivan,Andiswa,External Hard Drive,5,120
2021-10-26,283,Todd Burns,Mbali,Digital Camera,4,780
2019-12-26,571,Roy Gray,Nolo,Headphones,3,50
2021-08-31,496,Lindsey Foster,James,Wireless Earbuds,5,200
2020-12-24,723,Miss Beth Odom MD,Mbali,Smartwatch,1,200
2022-02-02,458,Joshua Smith,Oludare,Desktop Computer,2,1200
2023-12-06,805,Kaylee Callahan,Zolile,Bluetooth Keyboard,5,100
2022-06-30,724,Dana Graham,Buhari,Headphones,4,50
2020-02-22,6,Eric Martinez,Segun,Smartwatch,4,200
2019-03-21,446,Veronica Andrews,Segun,Tablet,3,900
2021-04-24,82,Mr. Brandon Powell,Buhari,E-reader,4,120
2022-01-30,534,Nicole Lane,James,Drone,1,1300
2020-09-26,840,Deborah Burns,Oludare,Printer,4,300
2020-12-26,871,Amy Carter,Andiswa,Wireless Earbuds,2,200
2022-05-24,614,Adam Harris,Andiswa,Robot Vacuum Cleaner,2,250
2020-05-17,691,William Smith,Buhari,Portable Speaker,2,230
2023-11-03,1000,Kimberly Young,Oludare,Tablet,3,900
2022-09-01,362,Shannon Mitchell,Mbali,E-reader,5,120
2023-03-17,16,Jacob Stanley,Segun,Tablet,5,900
2023-10-10,850,Scott Nichols,Andiswa,Smart Home Hub,3,200
2023-09-15,836,Kathy Ruiz,James,Fitness Tracker,5,430
2021-05-03,466,Lauren Allen,Mbali,Smart Home Hub,1,200
2021-09-21,417,Justin Brown,Andiswa,Desktop Computer,5,1200
2019-05-28,302,Kimberly Torres,Zolile,Desktop Computer,5,1200
2019-10-23,898,Nathan Sparks,Andiswa,Smart Home Hub,3,200
2020-11-22,990,Wanda Stephens,Mbali,Smart Home Hub,4,200
2020-08-30,776,Amanda Carter,Zolile,Smart TV,4,700
2022-06-24,883,Marvin Macdonald,Buhari,Printer,1,300
2023-03-15,392,Nicholas Sanchez,Edmund,Fitness Tracker,3,430
2022-03-10,362,Shannon Mitchell,Andiswa,Bluetooth Keyboard,1,100
2023-11-06,270,Toni Riddle,Edmund,Wireless Earbuds,1,200
2023-08-27,767,Drew Bryant,Zolile,Tablet,5,900
2020-08-31,488,Joel Nunez,Zolile,Portable Speaker,2,230
2022-05-18,276,Tracy Harrison,Oludare,Digital Camera,4,780
2020-12-02,241,Heather Wade,Edmund,Gaming Console,2,987
2020-03-23,855,Melissa Fisher,Edmund,Drone,3,1300
2021-08-20,110,Theresa Richard,Segun,Tablet,4,900
2020-05-09,783,David Bennett,Andiswa,Smartphone,4,760
2021-02-21,323,Alexander Morse,Nolo,Smart Home Hub,3,200
2020-12-08,783,David Bennett,Andiswa,Gaming Console,4,987
2022-07-31,591,Michael Watkins,Oludare,Smartphone,5,760
2020-03-22,490,Megan Higgins,Andiswa,Smartphone,5,760
2024-01-13,882,Katrina Burton,Oludare,Smart TV,1,700
2023-09-28,472,Jacqueline Strickland,Zolile,Laptop,1,1000
2019-02-16,389,Steven Henry,Segun,VR Headset,3,500
2022-09-07,266,Mark Miller,Oludare,Bluetooth Keyboard,3,100
2023-06-21,483,Sandra Sullivan,Zolile,Portable Speaker,2,230
2022-09-12,216,Samantha Perry,Mbali,Portable Speaker,3,230
2021-09-16,287,Heather Garcia,Nolo,Headphones,5,50
2021-02-27,590,Mr. Brandon Johnson,Edmund,Desktop Computer,3,1200
2022-05-12,569,Thomas Vargas,Mbali,E-reader,2,120
2019-12-15,983,Courtney Valdez,Oludare,Printer,1,300
2023-12-22,512,Felicia Coleman,Oludare,Robot Vacuum Cleaner,5,250
2021-04-27,805,Kaylee Callahan,Nolo,Wireless Earbuds,3,200
2022-05-06,582,Roy Copeland,Buhari,E-reader,1,120
2021-08-14,62,Michael Johnson,Edmund,Gaming Console,4,987
2022-01-25,99,Matthew Zavala,Nolo,VR Headset,3,500
2022-11-27,574,Bryan Armstrong,Andiswa,Gaming Console,3,987
2022-07-26,125,Dawn Romero,Zolile,Drone,2,1300
2022-03-14,666,Jonathan Vazquez,Andiswa,Headphones,3,50
2021-11-04,690,Joshua Mccarthy,Andiswa,Printer,4,300
2021-02-14,391,Samantha Mendez,James,Smart TV,2,700
2022-12-20,656,Sarah Adams,Zolile,External Hard Drive,5,120
2019-10-16,870,Ronnie Webb DVM,Segun,Tablet,2,900
2023-06-19,322,Penny Murphy,Zolile,Wireless Earbuds,3,200
2021-02-21,405,Jose Pruitt,James,Smart TV,3,700
2019-06-03,534,Nicole Lane,Nolo,External Hard Drive,2,120
2022-11-15,24,Daniel Medina,Oludare,Fitness Tracker,3,430
2020-12-14,718,Michael Leonard,Segun,Digital Camera,2,780
2023-12-20,98,Juan Simon,Segun,Printer,5,300
2023-12-21,790,Katherine Jones,Mbali,Robot Vacuum Cleaner,1,250
2020-04-21,633,Elizabeth Lee,Oludare,Tablet,4,900
2019-12-29,254,Nicholas Glenn,James,Smart TV,2,700
2024-01-02,859,Susan Buckley,Oludare,Laptop,1,1000
2023-08-26,882,Katrina Burton,Zolile,Printer,4,300
2020-06-08,554,Julie Mueller,James,Bluetooth Keyboard,4,100
2019-09-14,972,Melanie French,Andiswa,Headphones,5,50
2020-12-22,647,Christopher Miller,Mbali,Robot Vacuum Cleaner,5,250
2022-07-04,356,Jack Long,Nolo,Bluetooth Keyboard,2,100
2021-03-21,453,Whitney Smith,James,Portable Speaker,4,230
2023-12-31,311,Michael Bradford,Buhari,Laptop,5,1000
2019-05-17,869,Cindy Bradford,Oludare,Portable Speaker,3,230
2022-07-28,9,Traci Conner,Nolo,Printer,3,300
2023-02-23,441,Jennifer Conley,James,Drone,2,1300
2021-08-12,562,Shannon Hodge,Zolile,Digital Camera,4,780
2019-08-12,448,Carrie Vang,Mbali,Fitness Tracker,2,430
2023-09-08,662,Alexandra Lindsey,Mbali,E-reader,2,120
2020-10-13,433,Sara Burns,Edmund,Robot Vacuum Cleaner,5,250
2021-02-15,702,John Austin,James,Wireless Earbuds,5,200
2020-07-28,423,Danielle Parker,Edmund,Tablet,2,900
2020-12-02,114,Amanda Zhang,Nolo,Drone,4,1300
2019-04-23,638,Ashley Hernandez,Nolo,Digital Camera,3,780
2021-10-31,51,Daniel Dean,Andiswa,Laptop,2,1000
2023-10-03,289,James Hardy,James,Smartwatch,4,200
2021-07-14,239,Nicholas Barry,Segun,Smartwatch,1,200
2020-06-28,351,Sara Garcia,Mbali,Wireless Earbuds,4,200
2021-07-10,475,Michael Figueroa,Buhari,VR Headset,1,500
2020-03-27,975,Cathy Vasquez,Oludare,Smartphone,3,760
2022-03-27,74,Steven Dickerson,Andiswa,Printer,2,300
2019-08-17,862,Todd Villanueva,James,E-reader,1,120
2023-12-15,787,Justin Johnson,Edmund,E-reader,4,120
2021-05-06,35,Courtney Long,Edmund,Smart TV,1,700
2020-06-09,214,Hannah Preston,Nolo,E-reader,3,120
2021-08-26,163,Sheryl Allen,Buhari,Bluetooth Keyboard,5,100
2021-07-17,493,Luis James,James,Digital Camera,3,780
2019-09-02,885,Gene Perez,Edmund,Desktop Computer,2,1200
2020-01-25,333,Anthony Baker,Buhari,Headphones,3,50
2020-08-14,406,Jaime Hernandez,Edmund,Laptop,1,1000
2020-12-01,708,Kayla Clark,Nolo,Drone,2,1300
2023-01-20,92,Michael Peters,Edmund,Headphones,4,50
2020-06-18,634,Ralph Ferguson,Zolile,Smartphone,1,760
2021-01-12,158,Kayla Lin,Andiswa,Desktop Computer,2,1200
2020-10-20,325,David Hawkins,Andiswa,Portable Speaker,4,230
2020-08-11,22,Nathan White,Mbali,Portable Speaker,2,230
2019-10-06,41,Heather Wood,Nolo,Smart TV,5,700
2020-06-18,714,Rachel Smith,Nolo,Digital Camera,5,780
2019-02-25,357,Tammy Howe,Zolile,Smart TV,3,700
2021-12-01,614,Adam Harris,Andiswa,Headphones,1,50
2021-03-05,461,Anthony Duncan,James,Gaming Console,5,987
2020-02-06,1,Tammy Morales,Andiswa,E-reader,2,120
2021-10-19,635,Raymond Clark,Zolile,Drone,2,1300
2022-10-03,65,David Simmons,Andiswa,E-reader,2,120
2021-08-12,510,Laura Moore,Andiswa,Smartwatch,5,200
2021-10-12,420,Brian Wood,Zolile,Desktop Computer,1,1200
2022-04-17,69,Amanda Elliott,Buhari,Smartwatch,2,200
2021-06-23,207,Dawn Navarro,Segun,Printer,2,300
2022-12-21,585,Matthew Montgomery,Mbali,Printer,5,300
2020-06-28,605,Angela Hays,James,Smartphone,3,760
2019-07-03,736,Devin Daniels,Segun,Laptop,2,1000
2022-04-15,951,Gina Burns,Segun,Smart TV,1,700
2019-07-22,762,Leslie Collins,Mbali,Portable Speaker,1,230
2020-04-02,273,Paige Garcia,Andiswa,Smartphone,1,760
2020-06-21,80,Carlos Petty,Edmund,Robot Vacuum Cleaner,1,250
2021-11-04,237,David Townsend,Andiswa,E-reader,2,120
2021-02-05,673,Sarah Gray,Edmund,Smart Home Hub,2,200
2020-01-04,572,Jacqueline Parker,Mbali,Desktop Computer,5,1200
2021-05-05,470,Rhonda Chen,Mbali,Desktop Computer,2,1200
2022-11-24,564,Kimberly Bowman,Mbali,Robot Vacuum Cleaner,3,250
2023-06-09,547,Zachary Nelson,Nolo,Portable Speaker,3,230
2023-06-20,333,Anthony Baker,Zolile,External Hard Drive,4,120
2022-12-31,332,Courtney Chaney,Edmund,Smart Home Hub,5,200
2019-10-02,785,Julie Wilson,Andiswa,Gaming Console,3,987
2019-07-28,459,Matthew Powell,Mbali,Laptop,1,1000
2021-11-04,611,Jeffrey Mitchell,Buhari,Robot Vacuum Cleaner,2,250
2023-07-03,310,Lisa Smith,Buhari,Wireless Earbuds,2,200
2022-12-19,323,Alexander Morse,Buhari,Gaming Console,5,987
2020-05-27,585,Matthew Montgomery,Oludare,Desktop Computer,1,1200
2023-03-13,160,Bobby Knight,Oludare,Gaming Console,3,987
2019-05-30,256,Jared Howe,Edmund,Gaming Console,3,987
2021-07-03,410,Diana Bennett,Edmund,Tablet,3,900
2021-01-21,178,Patricia Rodriguez,Nolo,Smart Home Hub,1,200
2023-11-27,308,Laurie Camacho,Buhari,Smart Home Hub,4,200
2021-11-03,58,John Fisher,Zolile,Portable Speaker,4,230
2020-04-05,889,Joseph Davis,Segun,Fitness Tracker,5,430
2020-12-05,650,Stacie Hines,Mbali,Smartphone,3,760
2023-04-30,327,Brianna Flores,Andiswa,Smart Home Hub,2,200
2022-11-27,715,Sarah Bates,Edmund,Smartwatch,1,200
2023-06-30,403,Sandra Combs,Nolo,Drone,5,1300
2024-01-02,228,Kelsey Flowers,Mbali,Wireless Earbuds,4,200
2020-07-04,345,Eric Mathis,Segun,Printer,5,300
2019-02-05,562,Shannon Hodge,Mbali,Gaming Console,1,987
2021-11-15,445,Ronald White,Oludare,Smartwatch,4,200
2020-02-12,500,Christina Mcintosh,Mbali,Smart Home Hub,2,200
2022-12-17,754,Philip Fritz,Andiswa,Fitness Tracker,2,430
2023-12-11,796,Regina Perkins,Mbali,VR Headset,5,500
2019-12-07,688,Amanda Smith,Mbali,External Hard Drive,3,120
2023-01-28,329,Marie Scott,Zolile,Drone,1,1300
2023-04-10,174,Charles Ramos,Zolile,Drone,4,1300
2022-11-29,452,Jessica Miller,Buhari,Fitness Tracker,2,430
2020-09-08,160,Bobby Knight,Segun,Desktop Computer,1,1200
2020-04-23,636,Tiffany Cain,Oludare,Wireless Earbuds,1,200
2019-05-01,824,Andrew Harris,Segun,Wireless Earbuds,4,200
2019-05-05,340,Jennifer Martin,Edmund,Bluetooth Keyboard,2,100
2020-04-24,536,William Fuller,James,Bluetooth Keyboard,4,100
2021-01-17,145,Tracey Alexander,Buhari,E-reader,5,120
2019-12-24,540,Lisa Welch,Buhari,Gaming Console,2,987
2022-03-04,206,Melissa Pitts,James,Smartphone,4,760
2019-03-09,9,Traci Conner,Segun,E-reader,3,120
2020-10-25,935,Gregg Martinez,Zolile,Desktop Computer,1,1200
2022-11-11,905,Danny Morgan,Mbali,Fitness Tracker,4,430
2022-01-27,727,Timothy Hampton,Segun,VR Headset,4,500
2019-08-15,545,Joshua Jackson,Segun,Headphones,2,50
2019-06-17,469,Anthony Medina,Andiswa,Laptop,1,1000
2022-06-20,543,Johnny Lewis,James,VR Headset,4,500
2020-09-13,161,Veronica Serrano,Buhari,Portable Speaker,3,230
2021-01-03,310,Lisa Smith,Edmund,Robot Vacuum Cleaner,3,250
2019-07-05,641,Elizabeth Schroeder,James,E-reader,1,120
2022-05-03,972,Melanie French,James,Fitness Tracker,2,430
2023-05-08,403,Sandra Combs,Oludare,Tablet,4,900
2020-10-20,695,Michael Palmer,Edmund,External Hard Drive,2,120
2019-12-06,437,Kendra Smith,James,Drone,3,1300
2020-08-10,135,Rebecca Kennedy,Edmund,Smartwatch,5,200
2019-09-26,820,Julia Rosales,Edmund,Smartwatch,3,200
2020-06-09,921,Shannon Carpenter,Andiswa,Smartwatch,4,200
2024-01-21,1000,Kimberly Young,Oludare,Smart Home Hub,2,200
2020-06-17,571,Roy Gray,Andiswa,Desktop Computer,2,1200
2020-12-19,901,Joseph Gillespie,Oludare,Laptop,3,1000
2020-08-12,424,Brandon Serrano,Mbali,Wireless Earbuds,4,200
2023-09-21,842,Cassidy Beltran,James,Smartwatch,2,200
2020-02-17,190,Anita Gutierrez,Buhari,Drone,5,1300
2021-08-02,581,April Benson,Edmund,Drone,2,1300
2022-02-11,27,Mark Ferguson,Zolile,Tablet,4,900
2021-05-04,867,Shannon Cruz,Nolo,Portable Speaker,2,230
2019-12-23,504,Nicole Oconnell,Nolo,Smartwatch,2,200
2019-06-26,34,Levi Perry,Mbali,Laptop,3,1000
2022-02-25,228,Kelsey Flowers,Edmund,Digital Camera,1,780
2022-08-19,978,Darlene Robinson,Nolo,Drone,4,1300
2020-11-17,888,Nathan Williams,Nolo,Fitness Tracker,4,430
2022-11-19,43,Haley Morrison,Mbali,VR Headset,4,500
2023-03-19,761,Amber Kennedy,Andiswa,Robot Vacuum Cleaner,1,250
2020-06-10,463,Kristina Mcclure,Nolo,Smartphone,2,760
2023-10-22,406,Jaime Hernandez,Buhari,Bluetooth Keyboard,4,100
2021-05-12,646,Rebecca Downs,Buhari,Digital Camera,3,780
2022-10-07,906,Michael Meyer,James,Wireless Earbuds,4,200
2020-12-06,302,Kimberly Torres,Buhari,Robot Vacuum Cleaner,2,250
2022-08-13,662,Alexandra Lindsey,Nolo,Tablet,5,900
2019-03-27,798,Rachel Drake,Andiswa,Smartwatch,4,200
2021-08-15,462,Michael Frost,Buhari,Headphones,4,50
2019-05-21,730,Connor Dixon,Edmund,Smart TV,1,700
2022-04-03,709,James Reynolds,Oludare,Desktop Computer,1,1200
2022-09-16,461,Anthony Duncan,Zolile,Tablet,5,900
2019-11-13,745,Heidi Lopez,Andiswa,Drone,2,1300
2023-04-26,390,Amanda Solis,Buhari,Headphones,3,50
2022-12-01,676,Karen Dunn,Oludare,Headphones,2,50
2020-11-30,730,Connor Dixon,Buhari,External Hard Drive,3,120
2019-05-21,788,Robert Johnson,Nolo,Wireless Earbuds,2,200
2023-03-03,135,Rebecca Kennedy,Edmund,Laptop,5,1000
2022-04-10,13,Cameron Johnson,Nolo,Printer,4,300
2021-01-17,6,Eric Martinez,Nolo,Fitness Tracker,2,430
2021-10-07,488,Joel Nunez,Nolo,External Hard Drive,4,120
2019-02-02,615,Michael Jenkins,Buhari,Fitness Tracker,5,430
2022-02-07,644,Hunter Gutierrez,Andiswa,Digital Camera,1,780
2022-03-09,57,Sandra Johnson,Zolile,Smartphone,2,760
2021-03-12,684,Ashley Franco,James,VR Headset,1,500
2021-02-15,427,Ronald Sanchez,Oludare,Headphones,3,50
2019-04-15,709,James Reynolds,Andiswa,Headphones,4,50
2020-11-12,369,Caleb Lee,Buhari,Tablet,3,900
2021-06-14,920,Jacob Williams,Mbali,Tablet,4,900
2022-12-26,67,Wanda Stein,James,Printer,2,300
2019-04-11,881,David Strong,James,VR Headset,5,500
2021-12-09,215,Charles Castaneda,Edmund,Drone,1,1300
2022-07-15,748,Michael Harris,Andiswa,Tablet,4,900
2022-11-21,620,April Jordan,James,External Hard Drive,5,120
